Filenames,Pred_Normal,Pred_Pneumonia,Pred_Virus,Pred_Bacteria,Pred_COVID,Normal,Pneumonia,Virus,Bacteria,COVID
IM-0033-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1270-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1093-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0333-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0305-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0012-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0433-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1204-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0300-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0908-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0221-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0573-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0922-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0506-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0424-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0424-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0575-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0611-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0647-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0479-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1187-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0308-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0245-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0855-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1348-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0386-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0209-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0445-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1045-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0951-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0595-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0294-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0511-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0532-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0583-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1138-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0491-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0553-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0418-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0292-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0524-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0942-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1322-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0246-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0612-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0666-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1419-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0596-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0819-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0244-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0110-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0220-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1196-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0724-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0608-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0580-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0596-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0176-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0711-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0804-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0221-0001.jpeg,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
IM-0456-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0501-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0401-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0361-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0572-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1335-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0541-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0952-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0599-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0156-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0825-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0622-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0689-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0451-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0528-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0354-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1152-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0025-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0858-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0503-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0839-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0673-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0383-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0618-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0945-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0388-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0523-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0132-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0279-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0381-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0512-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0521-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0897-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0640-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0686-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1154-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0514-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0992-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0799-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0539-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0246-0001.jpeg,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0198-0001.jpeg,0,1,0,1,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0699-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0748-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1123-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0681-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0035-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1241-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1100-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1053-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0642-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1296-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0859-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0430-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0086-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0559-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0171-0001.jpeg,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1343-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0318-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0896-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1222-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0551-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0828-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0624-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0182-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0063-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0224-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0880-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1422-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1244-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0491-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0550-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0576-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0294-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1171-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0516-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0413-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0374-0001-0002.jpeg,1,0,1,0,0,1.0,0.0,0.0,0.0,0.0
IM-0276-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0035-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0707-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0045-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0898-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0448-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0329-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0483-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1147-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0213-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1025-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0548-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0211-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0437-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1281-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0313-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0507-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0102-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0568-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0533-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1227-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1128-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0594-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0409-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0277-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0280-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0101-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0523-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1351-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1277-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0033-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0313-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0083-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0060-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0975-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0507-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0219-0001.jpeg,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0456-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0061-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0635-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1176-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1006-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0684-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1047-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0696-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0330-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0107-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0493-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0301-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0482-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1170-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1289-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0517-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0427-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1098-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0199-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0649-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0521-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0636-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1323-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0722-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0125-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1112-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0845-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0950-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0528-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0095-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0831-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0866-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0445-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0881-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0798-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0368-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1157-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0959-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0856-0001.jpeg,1,1,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1342-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0007-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0480-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0957-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0001-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0372-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0317-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0164-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0465-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0577-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0070-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0130-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0652-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0362-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0262-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1376-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0348-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0983-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0233-0001.jpeg,0,1,1,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0545-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0336-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0705-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0627-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0705-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0421-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0168-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0385-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0242-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1350-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0281-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0651-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0934-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-1142-0001-0002.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
NORMAL2-IM-0536-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
IM-0667-0001.jpeg,1,0,0,0,0,1.0,0.0,0.0,0.0,0.0
person1473_virus_2551.jpeg,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
person520_virus_1039.jpeg,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
person712_virus_1310.jpeg,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
person1381_virus_2375.jpeg,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
person542_virus_1072.jpeg,0,1,1,0,0,0.0,1.0,1.0,0.0,0.0
